区站号,纬度,经度,累年年平均本站气压,累年年本站气压平均差,累年年本站气压标准差,累年年本站气压最大正距平,累年年本站气压最大负距平,累年年平均气温,累年气温年较差,累年年平均最高气温,累年年平均最低气温,累年年极端最高气温,累年年极端最高气温出现年份,累年年极端最高气温出现月份,累年年极端最高气温出现日期,累年年极端最低气温,累年年极端最低气温出现年份,累年年极端最低气温出现月份,累年年极端最低气温出现日期,累年年降温度日数（≥26.0℃）,累年年采暖度日数（≤18.0℃）,累年年平均气温平均差,累年年平均气温标准差,累年年平均气温最大正距平,累年年平均气温最大负距平,累年年平均水汽压,累年年水汽压平均差,累年年水汽压标准差,累年年水汽压最大正距平,累年年水汽压最大负距平,累年年平均相对湿度,累年年相对湿度平均差,累年年相对湿度标准差,累年年平均总云量,累年年平均低云量,累年年日平均总云量<2成（晴天）日数,累年年日平均总云量>8成（阴天）日数,累年年降水量,累年年最大日降水量,累年年最大日降水量出现年份,累年年最大日降水量出现月份,累年年最大日降水量出现日期,累年年日降水量≥0.1mm日数,累年年日降水量≥10.0mm日数,累年年日降水量≥25.0mm日数,累年年日降水量≥50.0mm日数,累年年降水量相对平均差,累年年降水量平均差,累年年降水量相对标准差,累年年降水量标准差,累年年降水量最大正距平百分率,累年年降水量最大负距平百分率,累年年冰雹日数,累年年大风日数,累年年沙尘暴日数,累年年雾日数,累年年雷暴日数,累年年霜日数,累年年降雪日数,累年年积雪日数,累年年能见度<1km出现频率,累年年能见度<10km出现频率,累年年蒸发量（小型蒸发）,累年年蒸发量（大型蒸发）,累年年最大积雪深度,累年年最大积雪深度出现年份,累年年最大积雪深度出现月份,累年年最大积雪深度出现日期,累年年平均风速,累年年最多风向（含静风）,累年年最多风向频率（含静风）,累年年最多风向（不含静风）,累年年最多风向频率（不含静风）,累年年平均地面温度,累年年极端最高地面温度,累年年极端最高地面温度出现年份,累年年极端最高地面温度出现月份,累年年极端最高地面温度出现日期,累年年极端最低地面温度,累年年极端最低地面温度出现年份,累年年极端最低地面温度出现月份,累年年极端最低地面温度出现日期,累年年平均5cm地温,累年年平均10cm地温,累年年平均15cm地温,累年年平均20cm地温,累年年平均40cm地温,累年年最大冻土深度,累年年最大冻土深度出现年份,累年年最大冻土深度出现月份,累年年最大冻土深度出现日期,累年年日照时数,累年年日照百分率
56959,2200,10047,9441,3,4,10,-8,226,95,299,183,411,1983,4,18,19,1999,12,27,713,996,2,3,7,-6,214,4,5,7,-12,79,1,2,61,55,443,1307,11366,1197,1984,10,18,1407,1032,105,22,12,1358,15,1730,47,-19,7,13,0,495,1001,1,0,0,2,11,17041,11445,0,999998,999998,999998,7,17,54,999005,6,267,692,2004,5,4,0,1999,12,25,260,259,257,259,999999,999999,999999,999999,999999,21715,50
56964,2247,10058,8692,3,4,9,-10,189,93,252,148,347,1987,5,23,-3,1999,12,25,0,4557,4,5,12,-8,167,3,4,6,-8,77,1,2,62,53,502,1354,14705,1267,1998,7,4,1547,1183,151,29,11,1560,14,2029,32,-27,14,10,0,522,846,102,0,0,3,5,16733,11130,0,999998,999998,999998,9,17,48,11,8,220,654,2010,5,23,-38,1999,12,999002,217,217,217,216,211,999999,999999,999999,999999,20929,48
56966,2336,10159,9635,5,6,9,-13,239,121,307,193,425,2005,5,27,-1,1983,12,28,3936,1267,4,4,7,-7,202,4,6,11,-14,69,2,3,57,48,666,1179,8043,1136,1991,8,1,1161,808,79,16,15,1197,18,1423,44,-33,5,232,0,27,647,5,0,1,0,2,25410,16667,6,1983,12,28,24,17,32,999007,19,281,788,1986,6,11,-2,1993,12,28,270,268,267,267,999999,999999,999999,999999,999999,22641,52
56969,2129,10134,9394,3,4,8,-8,218,92,290,178,379,2010,5,15,11,1999,12,27,177,1488,3,3,7,-5,215,4,5,9,-13,83,1,2,66,59,138,1296,15130,2034,2002,8,17,1536,1148,163,38,14,2158,18,2711,50,-29,5,19,0,1139,1080,0,0,0,7,20,16514,11598,0,999998,999998,999998,7,17,48,999009,6,259,689,2009,5,26,15,1999,12,999002,254,254,254,253,248,999999,999999,999999,999999,18703,43
56977,2235,10151,8879,3,4,9,-10,188,97,251,151,344,2010,5,6,-7,1999,12,25,0,5124,3,4,7,-8,181,4,5,7,-10,83,2,2,63,58,584,1467,22533,2501,1987,6,2,1765,1418,278,73,8,1893,11,2549,27,-23,30,11,0,540,1053,8,1,0,3,5,15051,9649,0,999998,999998,999998,10,17,37,14,13,219,645,1983,5,15,-7,1999,12,25,218,218,218,219,999999,999999,999999,999999,999999,18386,42
56985,2323,10323,8689,3,4,8,-10,190,107,246,151,359,1983,4,19,-34,1982,12,27,36,5731,4,5,15,-7,156,3,4,5,-10,71,2,3,60,47,658,1316,8550,1227,1998,7,26,1309,904,77,13,15,1246,18,1512,35,-28,7,84,0,15,636,62,3,1,0,8,22639,13861,14,1983,12,29,29,8,23,8,23,225,736,2010,7,16,-68,1999,12,26,216,215,214,213,211,999999,999999,999999,999999,21361,49
56986,2259,10341,8585,3,4,7,-6,164,118,208,136,318,2010,5,6,-17,1986,3,2,0,10438,4,5,11,-7,163,2,3,5,-6,86,2,2,75,69,281,1998,16207,1458,1996,8,20,1982,1270,188,37,9,1401,11,1826,19,-24,13,45,0,1391,770,32,2,0,12,15,12856,7863,3,2000,1,31,19,17,25,999006,16,189,616,2008,5,29,-29,1999,12,25,189,192,193,193,999999,999999,999999,999999,999999,15541,35
56991,2337,10420,8440,4,5,9,-13,163,119,221,126,349,2010,5,6,-42,1982,12,27,0,10917,4,5,13,-8,148,2,3,4,-8,79,1,2,999999,999999,999999,999999,9902,1695,1983,10,24,1453,956,92,16,13,1269,15,1510,28,-29,14,128,0,361,689,89,15,4,3,12,18181,999999,14,2003,1,6,999999,9,19,9,19,194,653,1982,7,17,-109,1999,12,999002,187,187,189,188,999999,999999,999999,999999,999999,18503,42
57003,3454,10650,9121,3,4,5,-11,111,256,173,63,395,999002,999002,999002,-204,1991,12,28,58,29505,5,6,11,-12,107,4,5,9,-8,70,2,3,999999,999999,999999,999999,5727,2146,2010,7,23,990,656,46,6,22,1250,27,1568,59,-41,4,24,2,116,215,828,243,151,1,26,13097,999999,20,1993,3,17,13,17,36,999007,12,138,683,2000,7,22,-210,2002,12,25,129,130,133,132,999999,40,2003,1,10,18833,43
57014,3434,10552,8939,3,3,7,-7,113,249,177,61,372,2000,7,22,-176,1991,12,28,63,28717,4,5,8,-10,103,3,3,8,-7,69,2,2,999999,999999,999999,999999,5032,1105,1990,8,11,957,626,34,4,21,1066,25,1266,53,-37,5,17,0,9,147,897,269,147,0,24,12972,999999,12,1989,12,21,15,17,39,999005,14,136,661,1991,7,20,-210,1995,2,3,127,129,132,131,999999,34,1983,1,999002,20086,45
57025,3431,10723,9270,4,5,9,-11,118,259,175,71,401,2006,6,17,-192,1991,12,28,222,27943,5,6,10,-12,112,3,4,8,-8,70,2,3,999999,999999,999999,999999,6081,1126,1995,8,11,1034,678,50,9,16,971,20,1229,42,-41,6,15,0,76,176,799,240,155,1,39,14041,999999,17,1994,2,23,19,17,18,999007,9,142,686,1982,7,3,-230,1991,12,28,134,135,138,138,999999,37,2003,1,999003,19363,44
57028,3402,10719,8465,4,5,9,-9,81,233,149,30,340,1997,7,21,-298,1991,12,28,0,36943,5,6,13,-11,87,3,3,7,-6,70,2,2,999999,999999,999999,999999,7129,1092,1981,8,21,1257,782,59,10,17,1199,23,1620,68,-42,9,68,1,288,216,879,515,320,2,7,14185,999999,20,2000,11,11,21,17,28,999006,14,106,690,2006,6,17,-355,1991,12,28,999999,999999,999999,999999,999999,49,999002,999002,999006,19112,44
57030,3442,10809,9039,2,3,5,-6,113,259,164,71,379,2006,6,17,-190,1991,12,28,148,29381,5,7,11,-15,103,4,4,10,-10,66,3,4,999999,999999,999999,999999,5697,1205,1992,8,12,977,662,42,4,17,945,22,1261,50,-45,6,21,2,164,173,799,266,236,1,17,13424,999999,22,2008,1,21,16,17,23,16,12,131,672,1995,6,999002,-270,1991,12,28,126,126,129,129,999999,43,2003,1,999003,22518,51
57034,3415,10813,9646,3,4,8,-7,135,263,190,90,403,1998,6,21,-177,1991,12,28,748,24388,6,7,13,-11,127,3,4,12,-8,72,2,3,60,9,641,1305,5738,989,1984,8,13,924,639,43,8,24,1403,32,1846,67,-42,1,16,0,182,101,810,163,94,1,23,12920,999999,16,2000,11,11,14,17,32,13,9,156,681,1996,6,30,-199,1994,1,18,150,151,150,151,999999,27,2003,1,999002,17721,40
57037,3456,10859,9345,4,5,9,-9,127,263,182,83,391,2006,6,17,-179,1991,12,28,435,26075,5,6,9,-14,106,4,5,10,-9,62,3,3,56,5,794,1212,5435,965,1995,8,2,883,610,46,6,20,1101,25,1343,51,-47,8,96,1,141,204,440,208,159,1,24,19623,999999,17,2008,1,22,28,1,24,1,24,147,685,2005,6,23,-200,1991,12,29,136,137,139,138,999999,77,1982,1,1,22525,51
57046,3429,11005,7950,3,3,6,-7,65,235,101,37,290,2006,6,17,-243,1991,12,27,0,42486,6,7,12,-13,71,3,3,8,-5,62,2,3,57,23,725,1137,7759,1191,1982,7,31,1167,788,71,12,19,1456,22,1695,43,-40,11,1084,0,1185,220,452,596,704,12,17,12027,999999,35,999002,999002,999002,45,14,12,14,12,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,25132,57
57048,3424,10843,9617,4,5,11,-8,131,272,190,84,417,2006,6,17,-186,1991,12,29,809,25594,5,5,9,-11,123,3,4,8,-10,71,2,3,999999,999999,999999,999999,5221,1585,2007,8,9,885,607,37,5,18,965,25,1327,64,-42,1,25,4,285,107,728,150,137,2,31,14824,999999,15,1992,3,2,22,3,18,3,18,154,701,2005,6,23,-228,1991,12,28,145,145,148,147,150,29,1992,1,7,20033,45
57049,3431,10944,9759,4,5,10,-9,134,275,198,82,433,2006,6,17,-186,1991,12,29,834,25109,4,5,9,-9,131,4,5,14,-10,74,2,3,999999,999999,999999,999999,5812,1308,1994,8,6,879,597,50,6,20,1168,25,1430,47,-52,0,23,0,207,146,896,137,115,2,34,13398,999999,18,2009,11,12,14,17,35,999004,9,158,704,1988,6,30,-221,1991,12,28,148,148,152,150,999999,33,2003,1,11,18769,42
57051,3448,11112,9691,5,5,9,-9,144,268,200,100,416,2002,7,12,-125,1998,1,19,1074,22527,4,5,7,-10,118,4,5,9,-11,61,2,3,58,6,718,1199,5166,921,2010,7,24,790,552,46,6,19,989,25,1293,74,-36,2,16,0,78,155,594,162,115,0,19,16991,10637,17,2009,11,12,20,5,33,5,33,158,671,1995,7,5,-196,1998,1,19,150,151,151,151,999999,32,999002,1,999004,21178,48
57052,3453,11027,9752,4,4,8,-9,139,274,199,88,411,1997,7,21,-143,1990,2,1,1183,24118,5,6,10,-10,121,4,5,15,-8,66,2,3,999999,999999,999999,999999,5030,694,2003,9,19,759,525,47,3,20,992,27,1337,69,-45,0,76,1,205,172,633,127,86,2,35,19892,999999,14,1990,1,30,25,17,19,12,16,161,711,1997,7,2,-186,1990,2,1,149,149,154,152,999999,47,2003,1,9,21912,49
57067,3403,11102,9509,4,5,17,-7,126,258,195,75,406,1999,7,31,-188,1991,12,28,236,25994,4,5,10,-10,119,3,4,14,-8,71,2,3,61,14,626,1352,6469,1191,1989,7,10,1023,695,56,12,17,1078,21,1345,41,-33,1,2,0,31,270,947,238,164,0,26,12080,999999,23,1989,2,23,10,17,45,999003,10,154,696,1999,7,31,-254,1991,12,28,149,150,151,151,999999,25,2011,1,999007,20212,46
57071,3449,11226,9778,3,4,10,-6,142,260,195,97,411,1985,7,9,-141,1998,1,19,798,22894,5,6,10,-14,119,3,5,13,-8,62,3,3,56,9,747,1161,5947,1349,2001,7,21,825,568,59,13,20,1163,25,1512,75,-55,1,107,1,249,220,449,180,176,2,26,17628,999999,24,1989,1,999002,27,3,16,3,16,161,679,2009,6,25,-230,1990,1,31,155,155,155,155,999999,27,2003,1,999003,21513,49
57077,3347,11139,9319,3,4,6,-8,123,241,190,73,385,2006,6,17,-167,1991,12,28,81,25933,4,5,11,-11,112,3,4,9,-8,68,2,3,60,27,640,1300,8482,1592,2010,7,24,1137,770,86,19,15,1272,18,1566,33,-33,8,9,1,14,274,961,280,211,0,18,13558,999999,26,1989,2,23,13,17,33,15,12,146,687,2000,5,21,-262,1991,12,28,143,144,144,144,999999,18,1985,1,16,21284,48
57083,3443,11339,10037,4,5,12,-6,147,266,203,99,419,2009,6,24,-179,1990,2,1,1209,21953,6,7,13,-12,129,4,5,12,-8,65,3,4,56,12,732,1110,6408,1732,1983,8,10,793,540,68,19,19,1205,24,1556,55,-41,3,74,5,221,197,654,156,129,2,41,18082,999999,32,2009,11,12,23,17,18,999003,9,162,698,2009,6,24,-235,1990,2,1,157,157,158,158,155,17,999001,999002,999005,20103,45
57084,3430,11303,8842,14,20,43,-15,98,240,139,67,339,1985,7,9,-170,2009,1,23,8,32404,5,7,12,-13,97,6,7,12,-12,65,3,3,999999,999999,999999,999999,8716,1487,1982,8,1,1026,733,98,24,18,1582,25,2153,57,-35,8,1047,0,1303,219,195,331,346,15,24,15963,999999,31,2008,1,22,49,13,23,13,23,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,21536,49
57089,3402,11352,10088,4,4,10,-7,146,263,203,99,405,1986,6,3,-196,1990,2,1,1090,22005,5,6,10,-12,138,3,4,10,-8,71,3,3,57,25,718,1142,7335,1389,1999,7,5,865,599,79,27,19,1375,23,1695,46,-42,2,50,1,313,205,763,145,127,2,42,15993,999999,19,1990,1,30,25,17,14,999002,12,166,690,1981,7,23,-241,1990,1,31,161,162,162,162,999999,14,1984,2,999002,19334,44
57091,3447,11418,10083,4,5,10,-10,146,267,199,101,407,2005,6,23,-150,1990,1,31,1108,22241,5,6,12,-12,133,5,7,15,-13,67,4,5,53,15,812,1005,6349,2178,1992,8,11,746,516,69,20,21,1322,27,1694,57,-45,2,74,5,294,200,624,144,119,2,27,16857,999999,23,2009,11,12,26,2,12,2,12,162,697,1986,6,28,-204,1990,1,31,157,157,157,157,999999,19,2005,1,16,20587,46
57106,3319,10609,9254,3,4,7,-8,136,214,192,96,386,2006,6,17,-113,1991,12,28,107,21553,5,6,11,-11,124,4,5,11,-7,72,2,3,72,38,239,1716,7776,1618,1998,8,20,1174,788,74,16,19,1493,24,1864,74,-33,1,48,0,144,191,433,182,51,0,10,13162,9319,11,1999,11,27,18,17,34,999005,9,159,720,2002,7,18,-123,1991,12,28,155,156,155,155,999999,12,2002,12,27,14806,33
57124,3338,10656,8996,3,4,7,-6,116,218,181,69,371,2006,6,17,-160,1991,12,28,11,26678,4,5,9,-8,113,3,4,8,-6,74,2,2,999999,999999,999999,999999,8384,2149,1984,8,3,1307,866,73,19,18,1548,26,2160,87,-33,6,25,1,99,235,655,256,90,0,18,10451,999999,12,999002,999002,999002,14,17,31,16,17,146,688,2006,7,19,-155,1999,12,22,138,138,140,139,999999,13,999001,999002,999006,16539,37
57127,3304,10702,9571,3,4,8,-8,147,228,193,112,384,2006,7,19,-100,1991,12,28,513,20048,5,6,11,-9,146,4,5,14,-7,79,2,2,71,17,313,1735,8378,1187,2008,7,21,1183,803,83,18,19,1579,25,2069,75,-38,1,7,0,375,224,543,106,26,2,24,10845,8241,12,1988,2,16,11,17,36,999005,9,168,701,1995,7,12,-119,1991,12,28,164,164,164,165,161,8,1983,1,23,14505,32
57134,3331,10759,8909,9,35,155,-6,117,211,181,76,387,1995,7,12,-144,1991,12,28,7,26372,5,6,11,-10,111,3,3,9,-5,71,2,3,69,37,409,1710,9048,1140,1998,7,8,1341,882,90,20,18,1656,23,2077,53,-33,8,257,0,96,310,610,347,149,0,6,11284,999999,15,1989,2,23,22,17,34,999001,16,143,696,1998,6,30,-188,1991,12,28,141,141,141,140,999999,13,999001,999002,999004,16613,37
57140,3340,10907,9233,4,5,8,-9,122,231,191,71,390,2006,6,17,-175,1991,12,28,42,25561,4,4,10,-7,112,3,4,7,-8,70,2,2,999999,999999,999999,999999,7749,1051,2002,6,9,1142,775,69,13,16,1232,21,1599,58,-44,3,39,0,50,249,740,201,89,0,9,13599,999999,16,2000,11,11,13,17,42,12,12,150,702,2002,7,19,-168,1999,1,15,141,141,144,143,999999,18,2011,1,12,18313,42
57143,3352,10958,9315,2,3,6,-7,128,238,189,82,407,2006,6,17,-139,1991,12,28,157,24490,4,5,8,-9,112,3,5,9,-11,66,2,3,62,10,582,1372,6852,1054,1989,7,10,1031,731,62,8,17,1140,22,1522,61,-42,6,67,0,43,241,672,243,143,0,19,16670,999999,23,1989,2,23,22,17,20,999006,15,153,712,2006,6,17,-183,1991,12,28,146,147,147,147,144,18,1984,12,999003,19502,44
57144,3326,10909,9364,4,5,15,-9,137,227,203,91,402,2006,7,19,-137,1991,12,28,211,21914,4,5,10,-9,123,3,4,8,-8,70,2,2,67,14,449,1576,7726,1251,1998,8,26,1101,764,69,14,15,1180,20,1575,61,-34,4,27,0,9,223,516,160,53,0,3,14163,999999,18,1989,2,23,12,17,39,13,15,160,680,2009,7,2,-127,1991,12,28,155,156,157,157,999999,12,2004,1,24,18324,41
57154,3332,11054,999999,999999,999999,999999,999999,139,235,198,94,413,2006,6,17,-131,1991,12,28,301,21970,4,5,8,-9,126,4,5,12,-11,69,2,3,999999,999999,999999,999999,8639,1997,2010,7,24,1172,799,88,19,14,1251,20,1712,51,-36,5,27,3,330,275,596,190,124,2,23,14067,999999,25,1989,2,23,13,17,41,999005,13,162,676,2005,6,23,-184,1991,12,29,154,154,158,157,999999,12,1984,12,999002,17520,40
57156,3318,11130,9870,2,3,7,-4,152,242,209,110,412,1992,6,9,-115,1991,12,29,814,19608,5,5,10,-9,138,3,4,12,-10,70,2,3,65,21,559,1531,8466,2170,2010,7,24,1094,750,88,24,14,1216,18,1489,38,-25,4,31,0,58,287,483,154,76,0,22,15227,999999,27,1989,2,23,21,14,20,14,20,174,691,2005,6,2,-197,1991,12,28,170,170,170,171,999999,12,999002,1,999002,18872,43
57178,3302,11235,10017,5,6,8,-9,152,254,204,108,397,1988,7,18,-175,1991,12,29,1128,20463,5,6,8,-11,144,3,4,11,-8,73,3,3,62,12,586,1355,7934,1937,2000,7,4,959,653,81,28,19,1500,25,1960,71,-39,1,14,0,353,231,634,143,106,2,45,13437,8968,29,1986,12,16,20,17,20,999003,16,170,670,999002,999002,999002,-241,1991,12,28,165,166,166,166,163,10,999002,1,999002,17834,40
57181,3353,11303,10007,4,5,13,-7,146,260,205,95,418,2005,6,23,-178,1990,2,1,1103,21861,4,5,8,-9,134,4,5,10,-9,69,2,3,63,9,575,1436,7473,1589,1982,8,14,906,626,78,23,18,1369,22,1666,50,-38,1,119,1,237,196,663,151,116,1,42,16803,999999,26,1989,2,23,24,17,17,16,10,167,694,2001,7,9,-214,1990,2,1,162,163,163,164,999999,13,999001,999002,999009,18212,41
57193,3347,11431,10105,3,4,9,-6,146,262,203,102,397,1994,8,4,-174,1991,12,29,1036,21786,5,6,9,-9,143,4,5,13,-10,73,3,3,56,24,779,1119,7980,1807,1994,8,26,888,618,84,28,17,1351,22,1795,58,-40,0,24,1,285,215,749,142,140,2,23,13521,8810,20,2001,1,26,18,17,21,999002,8,165,698,2002,7,15,-236,1991,12,28,160,161,161,161,161,10,1993,1,999006,19914,45
57206,3226,10551,9556,4,4,9,-6,164,208,212,128,405,2002,7,18,-57,1982,12,26,683,15393,4,5,9,-9,139,3,4,8,-10,68,2,2,77,50,200,1987,9289,1698,1989,8,18,1133,744,99,35,18,1665,23,2166,71,-28,4,84,0,75,281,268,60,5,0,27,15198,9185,2,999002,999002,999002,13,17,38,16,8,179,688,2002,7,18,-87,1993,1,17,174,174,174,174,999999,999999,999999,999999,999999,12745,28
57211,3250,10615,999999,999999,999999,999999,999999,129,218,181,92,374,2002,7,15,-116,1991,12,28,47,23463,3,4,7,-7,130,3,4,8,-7,80,1,1,999999,999999,999999,999999,10760,1846,2003,7,15,1449,978,108,34,18,1927,26,2755,88,-42,4,14,0,377,256,503,225,110,3,34,10328,999999,24,1989,2,22,11,17,42,11,15,150,659,2002,7,11,-155,1991,12,28,141,143,146,145,999999,10,2004,1,24,15032,33
57232,3303,10816,9603,3,4,6,-6,146,225,203,106,410,2006,7,20,-108,1991,12,28,455,19801,4,5,10,-8,141,4,6,18,-8,76,2,3,70,20,312,1663,8904,1198,1992,8,13,1185,799,91,22,19,1654,23,2091,62,-32,2,33,0,575,253,513,112,36,3,8,12695,7549,18,1992,3,3,13,17,40,999007,10,177,729,2008,7,31,-107,1999,1,15,175,175,175,175,999999,9,999002,999002,999003,16042,36
57237,3204,10802,9381,3,4,8,-8,148,208,202,109,392,999002,999002,999002,-83,1991,12,28,262,18601,4,5,11,-7,134,2,3,8,-5,73,1,1,72,19,300,1758,12711,2558,2010,7,17,1310,873,139,58,17,2146,22,2833,74,-35,7,112,0,104,339,426,142,21,1,13,15348,999999,6,1989,2,23,18,17,42,16,16,164,673,1995,8,3,-111,1991,12,28,160,160,162,161,999999,999999,999999,999999,999999,13270,29
57238,3232,10754,9364,3,4,6,-8,139,213,197,100,383,1995,7,12,-122,1991,12,28,112,20795,4,4,7,-7,134,4,5,11,-7,77,1,2,999999,999999,999999,999999,12757,1937,2010,7,24,1378,930,139,51,17,2216,22,2840,55,-34,7,1,0,379,300,531,177,34,3,14,10275,999999,8,1994,1,18,7,17,59,999008,5,159,685,1994,8,5,-97,1991,12,28,154,154,157,155,999999,7,999005,999002,999006,12442,28
57245,3243,10902,9823,4,5,9,-8,157,233,209,119,413,1995,7,12,-97,1991,12,28,1174,18104,4,5,9,-8,147,3,5,12,-12,74,2,2,69,25,345,1624,8239,1428,1982,7,21,1132,760,90,17,16,1350,21,1693,50,-36,2,21,0,288,257,500,85,19,1,15,14194,8554,11,1989,2,23,13,17,31,999004,13,182,703,2004,8,10,-114,1999,1,15,176,176,176,176,173,8,1999,1,15,16181,36
57251,3300,11025,9873,4,5,9,-8,153,244,214,108,422,2006,6,17,-156,1991,12,28,1061,19600,5,5,9,-10,143,4,5,11,-11,74,2,3,69,11,424,1698,7977,3409,1997,7,18,1119,775,77,12,14,1089,17,1373,34,-29,2,7,1,164,235,642,137,73,1,13,13448,8886,14,1989,2,23,8,17,52,999009,7,181,726,999002,999002,999002,-209,1991,12,28,174,174,175,175,172,9,999004,999003,999010,19545,44
57256,3239,11047,9830,3,4,11,-7,155,239,211,115,421,2006,6,17,-105,1991,12,28,1112,18867,5,6,9,-10,144,4,5,12,-10,73,2,3,999999,999999,999999,999999,8486,2354,1982,7,30,1148,791,89,13,19,1605,23,1957,54,-37,2,6,0,95,172,568,159,93,1,31,12196,999999,45,1989,2,23,10,17,47,999005,8,177,707,2004,7,24,-257,1991,12,28,169,169,173,172,166,999999,999999,999999,999999,20300,46
57259,3202,11046,9670,4,5,10,-8,145,236,207,100,414,1988,7,19,-156,1991,12,28,485,20793,4,4,7,-8,138,3,4,9,-7,75,2,2,66,16,452,1510,8249,1289,2005,8,15,1256,858,70,12,15,1220,19,1591,43,-37,3,6,0,221,274,639,200,95,1,8,12033,8091,24,1989,2,23,11,17,50,999005,16,171,706,999002,999002,999002,-243,1991,12,28,166,167,166,166,999999,999999,999999,999999,999999,17119,38
57265,3223,11140,10059,3,4,8,-7,159,245,211,118,397,1988,7,18,-130,1991,12,29,1348,18432,5,6,9,-11,153,3,4,13,-9,75,2,3,66,32,472,1499,8296,2429,2005,7,7,1173,786,78,19,17,1369,21,1727,49,-36,2,18,0,385,210,538,155,95,2,50,11043,7299,25,1989,2,23,15,17,29,999005,7,181,732,1988,7,20,-140,1990,2,1,176,177,177,177,173,8,999002,999002,999002,16567,37
57278,3202,11210,10088,3,4,7,-9,160,243,209,123,396,1988,7,20,-88,2008,1,29,1362,18031,5,6,9,-10,156,4,5,10,-8,75,2,2,999999,999999,999999,999999,8278,2939,2008,7,22,1111,768,83,19,15,1249,19,1597,40,-33,1,44,0,201,199,405,142,95,1,38,14174,999999,38,1989,2,999002,24,8,15,8,15,177,697,1997,8,24,-141,1991,12,28,169,170,173,172,170,999999,999999,999999,999999,18320,41
57279,3209,11245,10018,4,5,9,-7,159,249,210,120,407,1988,7,19,-116,1991,12,28,1521,18678,6,6,9,-11,149,4,5,12,-10,73,2,3,63,8,579,1365,8315,1763,1989,6,7,1105,740,76,24,20,1667,26,2181,80,-43,1,16,0,254,258,496,142,80,2,26,15441,8792,36,1989,2,24,20,17,17,999007,12,181,690,1993,7,13,-208,1991,12,28,175,176,175,175,999999,999999,999999,999999,999999,18169,41
57285,3223,11325,9995,6,6,10,-12,152,253,205,110,396,1999,7,31,-168,1991,12,29,1146,20200,4,5,8,-9,147,4,5,11,-9,75,2,3,63,17,596,1491,11362,3531,1989,6,7,1148,812,118,42,21,2411,27,3108,71,-42,1,17,1,154,269,537,160,131,1,21,13769,999999,46,1989,2,24,15,17,37,999005,7,173,672,1991,7,30,-221,1991,12,28,167,167,170,169,999999,999999,999999,999999,999999,19063,43
57290,3300,11401,10069,4,5,9,-12,152,258,204,107,412,2001,7,999002,-181,1990,2,1,1304,20630,6,7,9,-12,143,4,5,12,-11,72,3,4,57,10,757,1230,9904,4204,1982,8,13,987,683,107,39,28,2779,34,3374,81,-52,1,22,2,205,211,544,151,129,1,17,14933,999999,38,1989,2,24,22,17,14,15,9,170,704,1994,7,10,-213,1993,1,15,166,166,167,166,999999,14,999002,1,999002,18410,42
57297,3208,11403,10031,4,5,9,-7,155,249,204,117,394,1994,7,10,-138,1993,1,16,1268,19314,5,5,10,-9,149,3,4,10,-7,74,2,2,60,26,674,1321,11061,2762,2005,7,10,1153,827,121,42,19,2094,23,2500,38,-55,0,93,0,234,269,499,154,142,1,40,14190,9936,28,1989,2,24,25,17,13,999001,10,177,669,2006,6,20,-244,1993,1,16,173,174,174,174,999999,0,999998,999998,999998,18320,41
57306,3135,10558,9698,3,3,5,-7,169,206,212,137,406,2006,8,12,-34,1991,12,28,1007,14210,4,5,10,-8,161,3,4,8,-6,78,1,2,74,13,248,1855,10269,1816,1981,7,14,1316,862,104,38,18,1870,24,2438,65,-38,1,25,0,327,306,179,28,5,2,27,12147,10201,7,1994,1,18,10,17,45,15,9,189,694,2008,7,11,-61,1993,1,23,999999,999999,999999,999999,999999,999999,999999,999999,999999,11296,25
57313,3152,10646,9662,2,3,5,-5,170,213,218,136,406,2006,8,12,-36,2004,12,31,1114,14159,3,3,6,-5,159,3,4,10,-4,77,1,2,73,15,279,1812,11009,1554,2010,7,17,1269,828,126,40,15,1694,21,2363,38,-40,2,41,0,392,290,199,23,2,2,26,999999,7169,3,999002,999002,999002,9,17,40,999001,10,188,692,2004,8,12,-37,1999,12,23,999999,999999,999999,999999,999999,999999,999999,999999,999999,13635,30
57314,3121,10604,9674,4,5,9,-9,169,208,210,138,424,2006,8,12,-43,1991,12,28,1116,14428,4,5,9,-8,166,2,3,4,-6,81,2,2,999999,999999,999999,999999,9663,1897,1982,7,15,1309,860,99,32,18,1783,23,2204,46,-52,0,21,0,448,231,112,22,5,4,50,11291,999999,9,1994,1,18,999999,17,42,999001,16,186,691,1985,8,6,-66,1991,12,28,178,180,181,182,999999,999999,999999,999999,999999,12088,26
57328,3112,10730,9744,4,4,7,-10,172,211,216,141,407,2010,8,11,-45,1991,12,28,1470,13955,4,4,9,-8,167,2,4,10,-8,80,1,2,75,35,261,1891,12051,2014,2004,9,5,1373,987,122,38,15,1827,18,2211,41,-27,2,20,0,636,342,99,22,3,5,53,10575,7045,13,1994,1,18,13,3,30,3,30,186,667,2010,8,5,-65,1991,12,28,182,182,183,182,183,999999,999999,999999,999999,11222,24
